nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Rock Revolution,PS3,Misc,Unknown,0.26,15-Oct-08,42.0,20.0,6.6,12.0,"Zoe Mode, HB Studios Multimedia"
Billy's Boot Camp: Wii de Enjoy Diet!,Wii,Sports,Rocket Company,0.07,,,,,,
The God of War Trilogy,PS3,Action,Sony Computer Entertainment,0.12,,,,,,
Dragon Quest Monsters: Terry's Wonderland 3D,3DS,Action,Square Enix,0.96,,,,,,
Bleach: Soul Resurreccion,PS3,Fighting,Nippon Ichi Software,0.44,3-Aug-11,58.0,34.0,7.3,30.0,Racjin
Family Guy: Back to the Multiverse,X360,Action,Activision,0.2,20-Nov-12,39.0,28.0,4.8,37.0,Heavy Iron Studios
Hot Wheels: Beat That!,X360,Racing,Activision,0.14,,,,,,
PES 2009: Pro Evolution Soccer,Wii,Sports,Konami Digital Entertainment,0.44,,,,,,
Deer Drive: Legends,3DS,Action,Maximum Family Games,0.01,29-May-12,,,tbd,,Raylight Studios
The Golden Compass,PS3,Action,Sega,0.27,4-Dec-07,40.0,17.0,3.8,12.0,Shiny Entertainment
Anarchy Reigns,PS3,Action,Sega,0.17,8-Jan-13,71.0,35.0,8.3,88.0,PlatinumGames
Watchmen: The End is Nigh - The Complete Experience,PS3,Action,Warner Bros. Interactive Entertainment,0.09,,,,,,
Sengoku Basara 2 Heroes,Wii,Action,Capcom,0.01,,,,,,
Mobile Ops: The One Year War,X360,Simulation,Namco Bandai Games,0.06,Canceled,,,,,"Dimps Corporation, Dream Execution"
Truth or Lies,X360,Misc,THQ,0.1,14-Sep-10,28.0,6.0,4.2,5.0,THQ
PAC-MAN and the Ghostly Adventures,3DS,Action,Namco Bandai Games,0.03,5-Nov-13,,,tbd,,Namco Bandai Games America
SingStar Fussballhits,PS3,Misc,Sony Computer Entertainment,0.02,,,,,,
Taito Legends Power Up,PSP,Action,Destineer,0.05,17-May-07,41.0,9.0,tbd,,Empire Oxford
Iron Man,PS3,Action,Sega,0.67,2-May-08,42.0,27.0,6.2,41.0,Secret Level
Darkstalkers Resurrection,X360,Fighting,Capcom,0.01,13-Mar-13,82.0,20.0,5.5,14.0,Iron Galaxy Studios
K-On! After School Live!! HD Ver.,PS3,Action,Sega,0.03,,,,,,
FIFA Soccer,PSP,Sports,Electronic Arts,0.12,25-Apr-05,73.0,23.0,7.7,22.0,EA Canada
LEGO Harry Potter: Years 5-7,PSP,Action,Warner Bros. Interactive Entertainment,0.19,11-Nov-11,,,tbd,,Traveller's Tales
SBK X: Superbike World Championship,PS3,Racing,Black Bean Games,0.19,7-Dec-10,73.0,5.0,tbd,,Milestone S.r.l
Dragon Ball Z: Burst Limit,X360,Fighting,Atari,0.47,10-Jun-08,72.0,50.0,7.7,29.0,"Dimps Corporation, Namco Bandai Games"
Need for Speed Carbon,X360,Racing,Electronic Arts,1.6,31-Oct-06,77.0,52.0,6.1,67.0,EA Canada
All Kamen Rider: Rider Generation 2,PSP,Action,Namco Bandai Games,0.06,,,,,,
Bodycount,X360,Shooter,Codemasters,0.08,30-Aug-11,53.0,61.0,4.6,63.0,Guildford Studio
DarkStar One: Broken Alliance,X360,Simulation,Kalypso Media,0.17,13-Jul-10,63.0,33.0,7.8,17.0,Gaming Minds Studios
Cars Mater-National Championship,Wii,Racing,THQ,0.49,12-Nov-07,,,6,5.0,Incinerator Games
Dragon Age Origins: Awakening,X360,Role-Playing,Electronic Arts,0.44,,,,,,
Jillian Michaels' Fitness Ultimatum 2009,Wii,Sports,Deep Silver,1.26,21-Oct-08,30.0,4.0,2,22.0,3G Studios
Madden NFL 07,Wii,Sports,Electronic Arts,0.49,14-Nov-06,81.0,35.0,8,16.0,EA Canada
Konami Classics Vol. 1,X360,Misc,Konami Digital Entertainment,0.06,15-Dec-09,,,tbd,,Konami
Eat Lead: The Return of Matt Hazard,X360,Shooter,D3Publisher,0.12,26-Feb-09,53.0,53.0,7.1,24.0,Vicious Cycle
Riviera: The Promised Land,PSP,Role-Playing,505 Games,0.09,11-Jul-07,68.0,11.0,8.8,8.0,Sting
Spider-Man: Web of Shadows,Wii,Action,Activision,0.25,21-Oct-08,63.0,20.0,6.3,7.0,"Shaba Games, Treyarch"
Eternal Sonata,X360,Role-Playing,Atari,0.29,17-Sep-07,79.0,56.0,7.8,72.0,Tri-Crescendo
The Lord of the Rings: Aragorn's Quest,PS3,Action,Warner Bros. Interactive Entertainment,0.13,14-Sep-10,58.0,12.0,5.5,6.0,TT Fusion
Chuck E. Cheese's Super Collection,Wii,Action,UFO Interactive,0.02,7-Sep-11,,,tbd,,UFO Interactive
Guilty Gear XX Accent Core,Wii,Fighting,505 Games,0.04,15-Oct-07,75.0,15.0,8.6,15.0,Arc System Works
Pok̩mon X/Y,3DS,Role-Playing,Nintendo,10.27,,,,,,
Rock Band 3,PS3,Misc,MTV Games,0.52,26-Oct-10,91.0,34.0,7.8,78.0,Harmonix Music Systems
Cabela's Survival: Shadows of Katmai,X360,Sports,Activision,0.15,1-Nov-11,,,3.8,5.0,Activision
Shin Sangoku Musou 5 Special,PSP,Action,Tecmo Koei,0.05,,,,,,
The Ultimate Battle of the Sexes,Wii,Misc,DTP Entertainment,0.01,27-Dec-11,,,tbd,,Neopica
Narcissus: Moshimo Ashita ga Runara,PSP,Adventure,Kadokawa Shoten,0.02,,,,,,
Skylanders SWAP Force,X360,Platform,Activision,0.83,13-Oct-13,83.0,36.0,5.9,37.0,Vicarious Visions
Obscure: The Aftermath,PSP,Adventure,Playlogic Game Factory,0.07,13-Oct-09,66.0,25.0,9,11.0,Hydravision
Mini Ninjas,PS3,Action,Eidos Interactive,0.3,8-Sep-09,73.0,37.0,8.7,52.0,Io Interactive
Rio,Wii,Misc,THQ,0.15,12-Apr-11,,,tbd,,Eurocom Entertainment Software
Lost in Shadow,Wii,Platform,Konami Digital Entertainment,0.11,4-Jan-11,68.0,38.0,8.9,12.0,Hudson Soft
Imagine: Party Babyz,Wii,Simulation,Ubisoft,0.36,11-Nov-08,,,7.3,12.0,Ubisoft
Donkey Kong Country Returns,Wii,Platform,Nintendo,6.1,21-Nov-10,87.0,77.0,8.5,260.0,Retro Studios
Need for Speed: ProStreet,PS3,Racing,Electronic Arts,1.98,13-Nov-07,73.0,26.0,5.5,34.0,EA Black Box
Brink,X360,Shooter,Bethesda Softworks,0.98,10-May-11,68.0,85.0,5.8,378.0,Splash Damage
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,Action,Starfish,0.02,,,,,,
Arcania: Gothic 4,X360,Role-Playing,JoWood Productions,0.07,19-Oct-10,64.0,21.0,5.6,41.0,Spellbound
Armored Core: Verdict Day,PS3,Action,From Software,0.1,24-Sep-13,66.0,18.0,7.4,14.0,From Software
Ford Racing Off Road,Wii,Racing,Xplosiv,0.47,1-Sep-08,37.0,5.0,tbd,,Razorworks Studios
Guitar Hero 5,Wii,Misc,Activision,1.5,1-Sep-09,89.0,25.0,6.8,41.0,Vicarious Visions
Billy the Wizard: Rocket Broomstick Racing,Wii,Racing,Metro 3D,0.05,5-Oct-07,,,tbd,,Data Design Interactive
Wanted: Weapons of Fate,PS3,Shooter,Warner Bros. Interactive Entertainment,0.27,24-Mar-09,61.0,56.0,6.2,17.0,GRIN
MineCraft,X360,Adventure,Microsoft Game Studios,3.49,9-May-12,82.0,63.0,7.3,349.0,"4J Studios, Mojang AB"
Infernal: Hell's Vengeance,X360,Shooter,Playlogic Game Factory,0.07,30-Jun-09,35.0,23.0,4.5,8.0,Metropolis Software
Horse Life Adventures,Wii,Simulation,Deep Silver,0.12,18-Sep-10,,,tbd,,Neko Entertainment
Lollipop Chainsaw,X360,Action,Warner Bros. Interactive Entertainment,0.41,12-Jun-12,70.0,64.0,7,228.0,Grasshopper Manufacture
Rocksmith,X360,Misc,Ubisoft,0.99,18-Oct-11,77.0,30.0,8.2,61.0,Ubisoft
No Fate! Only the Power of Will,X360,Adventure,Alchemist,0.01,,,,,,
Battlestations: Pacific,X360,Strategy,Eidos Interactive,0.3,12-May-09,76.0,48.0,7.6,34.0,Eidos Interactive
Harry Potter and the Deathly Hallows - Part 2,X360,Action,Electronic Arts,0.29,12-Jul-11,44.0,31.0,5.2,19.0,EA Bright Light
Astro Boy: The Video Game,Wii,Action,D3Publisher,0.1,20-Oct-09,48.0,17.0,tbd,,High Voltage Software
Metal Gear Solid: The Legacy Collection,PS3,Adventure,Konami Digital Entertainment,0.19,9-Jul-13,93.0,4.0,9,120.0,Konami
Gintama: Banji Oku Chuubu!,Wii,Action,Namco Bandai Games,0.03,,,,,,
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,Adventure,Prototype,0.03,,,,,,
NBA Street Homecourt,X360,Sports,Electronic Arts,0.48,20-Feb-07,80.0,42.0,8.3,26.0,EA Canada
Jambo! Safari Animal Rescue,Wii,Simulation,Sega,0.08,,,,,,
Vitamin X: Detective B6,PSP,Adventure,D3Publisher,0.02,,,,,,
Star Wars The Clone Wars: Lightsaber Duels,Wii,Action,LucasArts,1.62,11-Nov-08,56.0,24.0,6.7,14.0,Krome Studios
The Legend of Heroes: Ao no Kiseki,PSP,Role-Playing,Falcom Corporation,0.2,,,,,,
Ninja Gaiden 3,X360,Action,Tecmo Koei,0.21,20-Mar-12,58.0,39.0,4.4,127.0,Team Ninja
World Series of Poker 2008: Battle for the Bracelets,PSP,Misc,Activision,0.02,6-Nov-07,,,6.5,4.0,Left Field Productions
Fate/Unlimited Codes Portable,PSP,Fighting,Capcom,0.05,,,,,,
Heavenly Guardian,Wii,Shooter,505 Games,0.06,22-Apr-08,,,tbd,,Starfish
NBA 2K7,PS3,Sports,Take-Two Interactive,0.36,13-Nov-06,80.0,20.0,7.1,7.0,Visual Concepts
Dream C Club Zero,X360,Simulation,D3Publisher,0.03,,,,,,
NBA 2K10,PS3,Sports,Take-Two Interactive,0.82,6-Oct-09,83.0,30.0,7.9,37.0,Visual Concepts
Tiger Woods PGA Tour 08,Wii,Sports,Electronic Arts,1.01,28-Aug-07,72.0,24.0,7,22.0,EA Salt Lake
Sonic & SEGA All-Stars Racing,PS3,Racing,Sega,0.82,,,,,,
Infected,PSP,Shooter,THQ,0.15,15-Nov-05,74.0,49.0,8.9,26.0,Planet Moon Studios
Tony Hawk's Proving Ground,Wii,Sports,Activision,0.24,15-Oct-07,57.0,8.0,6.2,18.0,Page 44 Studios
The Lord of the Rings: Conquest,PS3,Action,Electronic Arts,0.69,13-Jan-09,54.0,45.0,6.8,46.0,Pandemic Studios
Earth Defense Force 2025,X360,Shooter,D3Publisher,0.05,18-Feb-14,,,,,Sandlot
Big League Sports,Wii,Sports,Activision,0.1,11-Nov-08,,,1.4,10.0,Koolhaus Games
Sonic Riders: Zero Gravity,Wii,Racing,Sega,0.84,8-Jan-08,56.0,26.0,7.8,38.0,Sonic Team
Major League Baseball 2K13,PS3,Sports,Take-Two Interactive,0.11,,,,,,
Call of Duty: Modern Warfare 2,PS3,Shooter,Activision,10.31,10-Nov-09,94.0,67.0,6,1749.0,Infinity Ward
Nicktoons MLB,X360,Sports,Take-Two Interactive,0.09,13-Sep-11,,,tbd,,High Voltage Software
Winning Post 7 2012,PS3,Sports,Ackkstudios,0.07,,,,,,
Wii Party,Wii,Misc,Nintendo,8.14,3-Oct-10,68.0,42.0,7.6,34.0,Nd Cube
Pirates of the Caribbean: At World's End,PSP,Action,Disney Interactive Studios,0.4,22-May-07,61.0,5.0,7.2,9.0,Eurocom Entertainment Software
Nicola Kanshuu: Model Oshare * Audition Platina,3DS,Action,Alchemist,0.07,,,,,,
UFC Undisputed 2010,X360,Fighting,THQ,1.27,25-May-10,84.0,70.0,6.5,69.0,Yuke's
Uta no * Prince-Sama: Sweet Serenade,PSP,Adventure,Broccoli,0.01,,,,,,
Pro Yakyuu Spirits 2013,PS3,Sports,Konami Digital Entertainment,0.2,,,,,,
John Daly's ProStroke Golf,PS3,Sports,O-Games,0.09,5-Oct-10,58.0,23.0,4.1,8.0,Gusto Games
Kirby's Return to Dreamland,Wii,Platform,Nintendo,1.6,24-Oct-11,77.0,49.0,8.2,108.0,HAL Labs
Cabela's Big Game Hunter 2012,X360,Sports,Activision,0.25,27-Sep-11,,,tbd,,Activision
Injustice: Gods Among Us,WiiU,Fighting,Warner Bros. Interactive Entertainment,0.08,16-Apr-13,82.0,5.0,7.7,78.0,NetherRealm Studios
The Legend of Heroes VI: Sora no Kiseki the 3rd,PS3,Role-Playing,Falcom Corporation,0.01,,,,,,
Frantix,PSP,Puzzle,Ubisoft,0.08,19-Sep-05,59.0,29.0,7,4.0,Killer Game
Professional Fisherman's Tour: Big Bass Open,3DS,Sports,Starfish,0.01,19-Jul-11,,,tbd,,
Peter Jackson's King Kong: The Official Game of the Movie,PSP,Action,Ubisoft,0.18,20-Dec-05,56.0,10.0,6.2,20.0,Phoenix Games Studio
MLB 2K12 / NBA 2K12 Combo Pack,X360,Sports,Take-Two Interactive,0.03,,,,,,
U-Sing,Wii,Misc,Mindscape,0.35,,,,,,
Attouteki Yuugi: Mugen Souls Z,PS3,Role-Playing,Nippon Ichi Software,0.04,,,,,,
Dragon Ball Heroes: Ultimate Mission,3DS,Misc,Namco Bandai Games,0.27,,,,,,
Half-Minute Hero,PSP,Role-Playing,Rising Star Games,0.17,13-Oct-09,84.0,41.0,8.5,24.0,Opus
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,Sports,Black Bean Games,0.13,,,,,,
MLB 08: The Show,PSP,Sports,Sony Computer Entertainment,0.33,4-Mar-08,83.0,14.0,8.9,10.0,SCEA San Diego Studios
Fate/Tiger Colosseum,PSP,Fighting,Capcom,0.08,,,,,,
Fallout 3,PS3,Role-Playing,Bethesda Softworks,3.34,28-Oct-08,90.0,57.0,8,652.0,Bethesda Game Studios
No More Heroes: Red Zone,PS3,Action,Marvelous Interactive,0.09,,,,,,
Minna to Issho,PSV,Misc,Sony Computer Entertainment,0.02,,,,,,
Brain Age: Concentration Training,3DS,Puzzle,Nintendo,0.04,10-Feb-13,71.0,11.0,7.8,16.0,Nintendo
Need for Speed: Most Wanted,X360,Racing,Electronic Arts,1.13,16-Nov-05,83.0,54.0,8.3,102.0,EA Canada
MotorStorm: Pacific Rift,PS3,Racing,Sony Computer Entertainment,1.28,28-Oct-08,82.0,63.0,8,273.0,Evolution Studios
America's Next Top Model,Wii,Action,Crave Entertainment,0.07,1-Jun-10,,,tbd,,Neopica
Damnation,X360,Shooter,Codemasters,0.07,26-May-09,36.0,39.0,5.7,46.0,Blue Omega
Dead Island,PS3,Action,Deep Silver,2.01,6-Sep-11,71.0,41.0,6.6,348.0,Techland
Cubic Ninja,3DS,Platform,Ubisoft,0.04,14-Jun-11,51.0,15.0,5.8,12.0,AQ Interactive
World Soccer Winning Eleven 9 (US sales),PSP,Sports,Konami Digital Entertainment,0.06,,,,,,
Dreamworks Madagascar Kartz,Wii,Racing,Activision,0.47,27-Oct-09,,,tbd,,Activision
Kart Racer,Wii,Racing,Nordic Games,0.05,16-Mar-11,,,tbd,,Nordic Games Publishing
Skylanders SWAP Force,Wii,Platform,Activision,1.49,13-Oct-13,,,tbd,,Beenox
BlazBlue: Continuum Shift II,PSP,Fighting,PQube,0.12,31-May-11,77.0,8.0,8,6.0,Arc System Works
Street Fighter X Tekken,PSV,Fighting,Capcom,0.12,23-Oct-12,79.0,25.0,7.3,52.0,Capcom
Agatha Christie: And Then There Were None,Wii,Adventure,The Adventure Company,0.07,25-Feb-08,50.0,23.0,6.3,11.0,AWE Games
Tiger Woods PGA Tour 11,Wii,Sports,Electronic Arts,0.52,8-Jun-10,84.0,29.0,8.2,24.0,EA Sports
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,Action,Sega,0.06,,,,,,
Uncharted 2: Among Thieves,PS3,Action,Sony Computer Entertainment,6.34,13-Oct-09,96.0,105.0,8.7,3781.0,Naughty Dog
F1 2011,PSV,Racing,Codemasters,0.09,15-Feb-12,66.0,27.0,6.1,17.0,Codemasters
Major League Baseball 2K12,Wii,Sports,Take-Two Interactive,0.13,6-Mar-12,,,tbd,,Visual Concepts
Disgaea: Afternoon of Darkness,PSP,Role-Playing,Tecmo Koei,0.21,30-Oct-07,87.0,37.0,7.9,51.0,Nippon Ichi Software
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,Adventure,ChunSoft,0.03,,,,,,
Skylanders: Spyro's Adventure,3DS,Action,Activision,0.49,16-Oct-11,82.0,8.0,5.2,48.0,Vicarious Visions
Samurai Shodown Anthology,PSP,Fighting,Ignition Entertainment,0.09,24-Mar-09,,,tbd,,SNK Playmore
Rage,X360,Shooter,Bethesda Softworks,1.52,4-Oct-11,81.0,77.0,6.6,488.0,id Software
Backyard Sports: Sandlot Sluggers,X360,Sports,Atari,0.08,25-May-10,,,3.8,4.0,HB Studios Multimedia
Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage,PSP,Action,SystemSoft,0.01,,,,,,
Sengoku Musou 3 Empires,PS3,Action,Tecmo Koei,0.14,,,,,,
X-Men: Destiny,PS3,Action,Activision,0.21,27-Sep-11,50.0,33.0,4.8,31.0,Silicon Knights
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,Misc,Sega,0.01,,,,,,
