nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Pure,X360,Racing,Disney Interactive Studios,2.44,23-Sep-08,85.0,55.0,7.9,75.0,Black Rock Studio
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft,2.37,18-Mar-08,82.0,66.0,7.8,154.0,Ubisoft Montreal
PES 2009: Pro Evolution Soccer,PS3,Sports,Konami Digital Entertainment,2.09,,,,,,
Sonic Unleashed,Wii,Platform,Sega,2.04,18-Nov-08,66.0,30.0,7.4,104.0,Sonic Team
Star Wars: The Force Unleashed,PS3,Action,LucasArts,2.03,16-Sep-08,71.0,47.0,6.5,191.0,LucasArts
Call of Duty: World at War,Wii,Shooter,Activision,1.89,10-Nov-08,83.0,19.0,7.6,70.0,Exakt
Monopoly,Wii,Misc,Electronic Arts,1.85,20-Oct-08,70.0,11.0,7.7,13.0,Electronic Arts
Madden NFL 09,PS3,Sports,Electronic Arts,1.85,12-Aug-08,85.0,38.0,4.5,128.0,EA Tiburon
Burnout Paradise,PS3,Racing,Electronic Arts,1.83,22-Jan-08,87.0,55.0,7.6,371.0,Criterion Games
Star Wars: The Force Unleashed,Wii,Action,LucasArts,1.8,16-Sep-08,71.0,18.0,8,67.0,Krome Studios
Mortal Kombat vs DC Universe,PS3,Fighting,Midway Games,1.77,16-Nov-08,76.0,44.0,7,78.0,Midway
Mortal Kombat vs DC Universe,X360,Fighting,Midway Games,1.67,16-Nov-08,72.0,61.0,7.3,63.0,Midway
Army of Two,X360,Shooter,Electronic Arts,1.6,6-Mar-08,72.0,76.0,7.6,195.0,EA Montreal
Far Cry 2,X360,Shooter,Ubisoft,1.56,21-Oct-08,85.0,75.0,6.7,239.0,Ubisoft Montreal
Devil May Cry 4,PS3,Action,Capcom,1.5,5-Feb-08,84.0,63.0,8.2,219.0,Capcom
Battlefield: Bad Company,X360,Shooter,Electronic Arts,1.42,23-Jun-08,83.0,71.0,7.7,228.0,EA DICE
Far Cry 2,PS3,Shooter,Ubisoft,1.32,21-Oct-08,85.0,49.0,6.6,179.0,Ubisoft Montreal
Tom Clancy's Rainbow Six: Vegas 2,PS3,Shooter,Ubisoft,1.31,18-Mar-08,81.0,32.0,8,80.0,Ubisoft Montreal
Devil May Cry 4,X360,Action,Capcom,1.3,5-Feb-08,84.0,61.0,8,181.0,Capcom
Burnout Paradise,X360,Racing,Electronic Arts,1.3,22-Jan-08,88.0,68.0,6.9,236.0,Criterion Games
Battlefield: Bad Company,PS3,Shooter,Electronic Arts,1.28,23-Jun-08,84.0,50.0,8.1,165.0,EA DICE
NBA 2K9,X360,Sports,Take-Two Interactive,1.26,7-Oct-08,84.0,32.0,7.4,41.0,Visual Concepts
Guitar Hero: Aerosmith,Wii,Misc,Activision,1.25,29-Jun-08,73.0,16.0,6.8,17.0,Vicarious Visions
Tomb Raider: Underworld,PS3,Adventure,Eidos Interactive,1.2,18-Nov-08,75.0,42.0,7.1,134.0,Nixxes Software
Pro Evolution Soccer 2008,Wii,Sports,Konami Digital Entertainment,1.19,18-Mar-08,83.0,19.0,8.5,42.0,Konami
Guitar Hero: Aerosmith,X360,Misc,Activision,1.17,29-Jun-08,70.0,59.0,6.7,42.0,Neversoft Entertainment
LEGO Indiana Jones: The Original Adventures,PSP,Adventure,LucasArts,1.14,3-Jun-08,76.0,8.0,8.4,7.0,Traveller's Tales
Army of Two,PS3,Shooter,Electronic Arts,1.13,6-Mar-08,74.0,43.0,7.3,96.0,EA Montreal
Sega Superstars Tennis,Wii,Sports,Sega,1.04,18-Mar-08,71.0,24.0,5.9,11.0,Sumo Digital
Tomb Raider: Underworld,X360,Adventure,Eidos Interactive,1.03,18-Nov-08,76.0,57.0,6.4,171.0,Crystal Dynamics
Star Wars: The Force Unleashed,PSP,Action,LucasArts,1.03,16-Sep-08,70.0,10.0,8.7,33.0,Krome Studios
Mercenaries 2: World in Flames,X360,Shooter,Electronic Arts,1.02,31-Aug-08,72.0,69.0,7.2,144.0,Pandemic Studios
Wall-E,Wii,Platform,THQ,1.0,24-Jun-08,51.0,18.0,3.3,7.0,Heavy Iron Studios
PES 2009: Pro Evolution Soccer,X360,Sports,Konami Digital Entertainment,0.99,,,,,,
Pro Evolution Soccer 2008,PSP,Sports,Konami Digital Entertainment,0.98,11-Mar-08,80.0,17.0,6.9,10.0,Konami
Sonic Unleashed,PS3,Platform,Sega,0.95,9-Dec-08,54.0,24.0,7.5,67.0,Sonic Team
LEGO Indiana Jones: The Original Adventures,PS3,Adventure,Activision,0.93,3-Jun-08,77.0,36.0,7.6,19.0,Traveller's Tales
Guitar Hero: Aerosmith,PS3,Misc,Activision,0.92,29-Jun-08,70.0,39.0,4.9,23.0,Neversoft Entertainment
Sonic Unleashed,X360,Platform,Sega,0.88,20-Nov-08,60.0,50.0,7.6,134.0,Sonic Team
Pure,PS3,Racing,Disney Interactive Studios,0.84,23-Sep-08,83.0,43.0,8,23.0,Black Rock Studio
Mercenaries 2: World in Flames,PS3,Shooter,Electronic Arts,0.82,31-Aug-08,72.0,43.0,7.1,63.0,Pandemic Studios
Dragon Ball Z: Burst Limit,PS3,Fighting,Atari,0.82,10-Jun-08,71.0,32.0,6.9,35.0,"Dimps Corporation, Namco Bandai Games"
Sid Meier's Civilization Revolution,X360,Strategy,Take-Two Interactive,0.76,8-Jul-08,84.0,55.0,7.8,135.0,Firaxis Games
Need for Speed: ProStreet,PSP,Racing,Electronic Arts,0.76,18-Feb-08,57.0,14.0,6.9,17.0,EA Games
Sid Meier's Civilization Revolution,PS3,Strategy,Take-Two Interactive,0.7,8-Jul-08,85.0,39.0,7.7,77.0,Firaxis Games
Madden NFL 09,PSP,Sports,Electronic Arts,0.69,12-Aug-08,68.0,8.0,6.5,4.0,EA Tiburon
MLB 08: The Show,PS3,Sports,Sony Computer Entertainment,0.69,4-Mar-08,85.0,33.0,9,73.0,SCEA San Diego Studios
Iron Man,PS3,Action,Sega,0.67,2-May-08,42.0,27.0,6.2,41.0,Secret Level
Wall-E,PSP,Platform,THQ,0.64,24-Jun-08,64.0,8.0,tbd,,Heavy Iron Studios
Tiger Woods PGA Tour 09,PS3,Sports,Electronic Arts,0.64,26-Aug-08,82.0,34.0,7.2,9.0,EA Tiburon
Tiger Woods PGA Tour 09,X360,Sports,Electronic Arts,0.64,26-Aug-08,84.0,41.0,8.2,26.0,EA Tiburon
Shaun White Snowboarding,PS3,Sports,Ubisoft,0.62,16-Nov-08,63.0,30.0,6.3,24.0,Ubisoft Montreal
Iron Man,PSP,Action,Sega,0.61,2-May-08,44.0,7.0,7.2,13.0,Artificial Mind and Movement
NBA 2K9,PS3,Sports,Take-Two Interactive,0.61,7-Oct-08,82.0,30.0,6.9,35.0,Visual Concepts
Wall-E,X360,Platform,THQ,0.6,24-Jun-08,50.0,32.0,6,5.0,Heavy Iron Studios
Condemned 2: Bloodshot,X360,Shooter,Sega,0.6,11-Mar-08,80.0,76.0,8.6,150.0,Monolith Productions
Major League Baseball 2K8,X360,Sports,Bethesda Softworks,0.59,3-Mar-08,70.0,28.0,5.9,34.0,Kush Games
Top Spin 3,Wii,Sports,Take-Two Interactive,0.58,23-Jun-08,68.0,18.0,5.7,29.0,Pam Development
Iron Man,Wii,Action,Sega,0.58,2-May-08,44.0,14.0,7,8.0,Artificial Mind and Movement
Monopoly,X360,Misc,Electronic Arts,0.57,20-Oct-08,56.0,9.0,5.8,13.0,EA Bright Light
Disney Sing It! High School Musical 3: Senior Year,Wii,Misc,Disney Interactive Studios,0.56,,,,,,
Iron Man,X360,Action,Sega,0.55,2-May-08,45.0,43.0,5.9,45.0,Secret Level
Top Spin 3,X360,Sports,Take-Two Interactive,0.55,23-Jun-08,78.0,47.0,7.7,31.0,Pam Development
Top Spin 3,PS3,Sports,Take-Two Interactive,0.54,23-Jun-08,75.0,36.0,7.3,15.0,Pam Development
The Legend of Spyro: Dawn of the Dragon,Wii,Platform,Vivendi Games,0.54,21-Oct-08,64.0,11.0,7.2,12.0,Etranges Libellules
Way of the Samurai 3,PS3,Action,Gamebridge,0.5,13-Oct-09,58.0,18.0,7.8,18.0,Acquire
Dragon Ball Z: Burst Limit,X360,Fighting,Atari,0.47,10-Jun-08,72.0,50.0,7.7,29.0,"Dimps Corporation, Namco Bandai Games"
Ford Racing Off Road,Wii,Racing,Xplosiv,0.47,1-Sep-08,37.0,5.0,tbd,,Razorworks Studios
Crash: Mind Over Mutant,X360,Platform,Vivendi Games,0.45,7-Oct-08,60.0,42.0,6.8,15.0,Radical Entertainment
TNA iMPACT!,X360,Fighting,Midway Games,0.43,,,,,,
Tomb Raider: Underworld,Wii,Adventure,Eidos Interactive,0.43,18-Nov-08,70.0,12.0,6.5,14.0,Crystal Dynamics
Crash: Mind Over Mutant,Wii,Platform,Vivendi Games,0.4,7-Oct-08,70.0,13.0,8.7,6.0,Radical Entertainment
The Legend of Spyro: Dawn of the Dragon,PS3,Platform,Vivendi Games,0.39,21-Oct-08,59.0,22.0,6.3,16.0,Etranges Libellules
Spider-Man: Web of Shadows,X360,Action,Activision,0.39,21-Oct-08,68.0,57.0,8.7,66.0,Shaba Games
Monster Jam: Urban Assault,Wii,Racing,Activision,0.39,28-Oct-08,,,7.8,5.0,Torus Games
Wall-E,PS3,Platform,THQ,0.39,24-Jun-08,51.0,24.0,3,5.0,Heavy Iron Studios
Crash: Mind Over Mutant,PSP,Platform,Vivendi Games,0.39,21-Oct-08,,,7.8,6.0,Virtuos
Winter Sports 2: The Next Challenge,Wii,Sports,RTL,0.38,25-Nov-08,,,tbd,,49Games
Eternal Sonata,PS3,Role-Playing,Atari,0.38,21-Oct-08,80.0,34.0,7.6,89.0,Tri-Crescendo
Disney Sing It! High School Musical 3: Senior Year,PS3,Misc,Disney Interactive Studios,0.37,,,,,,
TNA iMPACT!,PS3,Fighting,Midway Games,0.37,,,,,,
Sega Superstars Tennis,PS3,Sports,Sega,0.37,18-Mar-08,67.0,31.0,7.3,6.0,Sumo Digital
Condemned 2: Bloodshot,PS3,Shooter,Sega,0.36,18-Mar-08,82.0,37.0,8.2,62.0,Monolith Productions
Tiger Woods PGA Tour 09,PSP,Sports,Electronic Arts,0.35,26-Aug-08,53.0,4.0,5.5,6.0,EA Tiburon
MLB 08: The Show,PSP,Sports,Sony Computer Entertainment,0.33,4-Mar-08,83.0,14.0,8.9,10.0,SCEA San Diego Studios
Fracture,X360,Shooter,LucasArts,0.32,7-Oct-08,63.0,60.0,6.2,37.0,Day 1 Studios
Karaoke Revolution Presents American Idol Encore 2,Wii,Misc,Konami Digital Entertainment,0.32,18-Nov-08,,,tbd,,Blitz Games
Golden Axe: Beast Rider,X360,Action,Sega,0.31,14-Oct-08,45.0,33.0,5.9,29.0,Secret Level
MX vs. ATV Untamed,Wii,Racing,THQ,0.31,18-Feb-08,70.0,7.0,8.6,7.0,Rainbow Studios
Golden Axe: Beast Rider,PS3,Action,Sega,0.31,14-Oct-08,44.0,30.0,5.1,18.0,Secret Level
The Incredible Hulk,Wii,Action,Sega,0.3,5-Jun-08,46.0,21.0,tbd,,Edge of Reality
Shaun White Snowboarding,PSP,Sports,Ubisoft,0.3,16-Nov-08,70.0,5.0,tbd,,Ubisoft
Monopoly,PS3,Misc,Electronic Arts,0.29,20-Oct-08,54.0,4.0,6.7,13.0,Electronic Arts
FIFA Street 3,PS3,Sports,Electronic Arts,0.29,18-Feb-08,63.0,37.0,7.1,16.0,EA Canada
Major League Baseball 2K8,PS3,Sports,Bethesda Softworks,0.29,3-Mar-08,67.0,23.0,5.6,8.0,Kush Games
The Legend of Spyro: Dawn of the Dragon,X360,Platform,Vivendi Games,0.29,21-Oct-08,62.0,35.0,7.5,20.0,Etranges Libellules
Turning Point: Fall of Liberty,X360,Shooter,Codemasters,0.28,26-Feb-08,43.0,45.0,6.8,80.0,Spark Unlimited
Warriors Orochi 2,PSP,Action,Tecmo Koei,0.28,28-Aug-09,56.0,14.0,tbd,,Omega Force
NASCAR 09,X360,Racing,Electronic Arts,0.25,10-Jun-08,69.0,32.0,7.8,15.0,EA Games
FIFA Street 3,X360,Sports,Electronic Arts,0.25,18-Feb-08,63.0,48.0,7.1,16.0,EA Canada
Spider-Man: Web of Shadows,Wii,Action,Activision,0.25,21-Oct-08,63.0,20.0,6.3,7.0,"Shaba Games, Treyarch"
Rock Revolution,X360,Misc,Konami Digital Entertainment,0.25,15-Oct-08,38.0,28.0,4.8,16.0,"Zoe Mode, HB Studios Multimedia"
The Incredible Hulk,X360,Action,Sega,0.24,5-Jun-08,55.0,42.0,6.3,23.0,Edge of Reality
Legendary,X360,Shooter,Atari,0.24,4-Nov-08,47.0,39.0,7.4,73.0,Spark Unlimited
Spider-Man: Web of Shadows,PS3,Action,Activision,0.24,21-Oct-08,67.0,44.0,7.7,20.0,"Shaba Games, Treyarch"
NASCAR 09,PS3,Racing,Electronic Arts,0.24,10-Jun-08,65.0,22.0,7.4,8.0,EA Games
The Incredible Hulk,PS3,Action,Sega,0.24,5-Jun-08,55.0,26.0,7.1,16.0,Edge of Reality
Turning Point: Fall of Liberty,PS3,Shooter,Codemasters,0.23,26-Feb-08,42.0,28.0,5.5,30.0,Spark Unlimited
Rock Band Track Pack Volume 2,Wii,Misc,MTV Games,0.22,,,,,,
NCAA Basketball 09,X360,Sports,Electronic Arts,0.2,17-Nov-08,70.0,23.0,5.6,8.0,EA Canada
Tenchu: Shadow Assassins,Wii,Action,Ubisoft,0.19,5-Feb-09,70.0,35.0,8.6,18.0,Acquire
Record of Agarest War,X360,Role-Playing,Compile Heart,0.18,27-Apr-10,71.0,7.0,7.5,32.0,Compile Heart
Conflict: Denied Ops,X360,Shooter,Eidos Interactive,0.18,12-Feb-08,52.0,35.0,5,21.0,Pivotal Games
NBA Ballers: Chosen One,X360,Sports,Midway Games,0.18,21-Apr-08,55.0,42.0,4.2,15.0,Midway
Rise of the Argonauts,PS3,Role-Playing,Codemasters,0.17,16-Dec-08,57.0,34.0,7.1,17.0,Liquid Entertainment
Rapala Fishing Frenzy 2009,PS3,Sports,Activision,0.17,2-Sep-08,31.0,4.0,4.4,9.0,FUN Labs
Conflict: Denied Ops,PS3,Shooter,Eidos Interactive,0.17,12-Feb-08,51.0,28.0,3,24.0,Pivotal Games
NBA 09: The Inside,PSP,Sports,Sony Computer Entertainment,0.17,7-Oct-08,79.0,9.0,7,5.0,SCEA San Diego Studios
Cabela's Legendary Adventures,Wii,Sports,Activision,0.17,17-Sep-08,,,tbd,,FUN Labs
NHL 2K9,X360,Sports,Take-Two Interactive,0.17,8-Sep-08,69.0,33.0,6.7,7.0,Visual Concepts
Rise of the Argonauts,X360,Role-Playing,Codemasters,0.16,16-Dec-08,54.0,43.0,7.4,44.0,Liquid Entertainment
Cabela's Legendary Adventures,PSP,Sports,Activision,0.16,9-Sep-08,,,tbd,,FUN Labs
TNA iMPACT!,Wii,Fighting,Midway Games,0.15,,,,,,
NCAA Basketball 09,PS3,Sports,Electronic Arts,0.15,17-Nov-08,68.0,17.0,tbd,,EA Canada
Rock Band Track Pack Volume 2,X360,Misc,MTV Games,0.15,17-Nov-08,,,tbd,,Harmonix Music Systems
SNK Arcade Classics Vol. 1,PSP,Misc,Ignition Entertainment,0.14,5-May-08,68.0,13.0,tbd,,Terminal Reality
NPPL Championship Paintball 2009,PS3,Shooter,Activision Value,0.14,18-Nov-08,45.0,9.0,6.6,7.0,FUN Labs
Ford Racing Off Road,PSP,Racing,Xplosiv,0.14,23-Sep-08,47.0,6.0,tbd,,Razorworks Studios
Fracture,PS3,Shooter,LucasArts,0.14,7-Oct-08,62.0,40.0,6.3,15.0,Day 1 Studios
Major League Baseball 2K8,Wii,Sports,Take-Two Interactive,0.13,3-Mar-08,63.0,10.0,7.4,15.0,2K Sports
Hellboy: The Science of Evil,PS3,Action,Konami Digital Entertainment,0.13,24-Jun-08,47.0,23.0,6.3,7.0,Krome Studios
NBA 09: The Inside,PS3,Sports,Sony Computer Entertainment,0.13,7-Oct-08,63.0,17.0,5.3,6.0,SCEA San Diego Studios
Obscure: The Aftermath,Wii,Adventure,Playlogic Game Factory,0.12,25-Mar-08,53.0,19.0,7.7,11.0,Hydravision
NHL 2K9,PS3,Sports,Take-Two Interactive,0.12,8-Sep-08,70.0,21.0,tbd,,Visual Concepts
Blitz: The League II,PS3,Sports,Midway Games,0.12,13-Oct-08,62.0,25.0,7.3,12.0,
NPPL Championship Paintball 2009,Wii,Shooter,Activision Value,0.12,18-Nov-08,,,8,6.0,FUN Labs
Rock Band Track Pack Volume 2,PS3,Misc,MTV Games,0.11,17-Nov-08,,,tbd,,Harmonix Music Systems
Pimp My Ride,Wii,Racing,Activision,0.11,19-Feb-08,26.0,4.0,4.3,7.0,Eutechnyx
NPPL Championship Paintball 2009,X360,Shooter,Activision Value,0.11,25-Nov-08,44.0,9.0,7,8.0,FUN Labs
NBA Ballers: Chosen One,PS3,Sports,Midway Games,0.11,21-Apr-08,54.0,23.0,6.5,4.0,Midway
Hellboy: The Science of Evil,X360,Action,Konami Digital Entertainment,0.1,24-Jun-08,44.0,31.0,5.1,8.0,Krome Studios
Karaoke Revolution Presents American Idol Encore 2,PS3,Misc,Konami Digital Entertainment,0.1,18-Nov-08,,,tbd,,Blitz Games
The King of Fighters Collection: The Orochi Saga,Wii,Fighting,Ignition Entertainment,0.1,2-Dec-08,70.0,15.0,tbd,,SNK Playmore
NFL Tour,PS3,Sports,Electronic Arts,0.1,8-Jan-08,45.0,24.0,tbd,,EA Tiburon
NFL Tour,X360,Sports,Electronic Arts,0.1,8-Jan-08,49.0,35.0,2.8,42.0,EA Tiburon
Legendary,PS3,Shooter,Atari,0.1,31-Oct-08,50.0,31.0,6.9,27.0,Spark Unlimited
Big League Sports,Wii,Sports,Activision,0.1,11-Nov-08,,,1.4,10.0,Koolhaus Games
Blitz: The League II,X360,Sports,Midway Games,0.09,13-Oct-08,68.0,34.0,6.8,9.0,Midway
Karaoke Revolution Presents American Idol Encore 2,X360,Misc,Konami Digital Entertainment,0.09,18-Nov-08,,,tbd,,Blitz Games
Monster Jam: Urban Assault,PSP,Racing,Activision,0.08,28-Oct-08,,,tbd,,Torus Games
Jumper: Griffin's Story,Wii,Action,Eidos Interactive,0.08,12-Feb-08,28.0,5.0,2.5,11.0,Collision Studios
Harvey Birdman: Attorney at Law,Wii,Adventure,Capcom,0.08,8-Jan-08,60.0,28.0,7.8,4.0,High Voltage Software
The King of Fighters Collection: The Orochi Saga,PSP,Fighting,Ignition Entertainment,0.07,28-Oct-08,61.0,16.0,8,6.0,SNK Playmore
The Legend of Heroes VI: Sora no Kiseki the 3rd,PSP,Role-Playing,Falcom Corporation,0.07,,,,,,
Harvey Birdman: Attorney at Law,PSP,Adventure,Capcom,0.07,8-Jan-08,62.0,19.0,9.2,6.0,High Voltage Software
Winter Sports 2: The Next Challenge,X360,Sports,RTL,0.06,18-Nov-08,41.0,8.0,tbd,,49Games
SNK Arcade Classics Vol. 1,Wii,Misc,Ignition Entertainment,0.06,29-Jul-08,73.0,18.0,tbd,,SNK Playmore
Cabela's Trophy Bucks,Wii,Sports,Activision Value,0.06,3-Jun-08,,,6,5.0,FUN Labs
NHL 2K9,Wii,Sports,Take-Two Interactive,0.06,8-Sep-08,65.0,11.0,5.4,19.0,Visual Concepts
Warriors Orochi 2,X360,Action,Tecmo Koei,0.06,23-Sep-08,44.0,28.0,7.9,12.0,Omega Force
Jumper: Griffin's Story,X360,Action,Eidos Interactive,0.05,12-Feb-08,29.0,16.0,3.3,27.0,Red Tribe
Samurai Shodown Anthology,Wii,Fighting,Ignition Entertainment,0.05,14-Apr-09,74.0,6.0,tbd,,SNK Playmore
Rapala Fishing Frenzy 2009,X360,Sports,Activision,0.04,2-Sep-08,41.0,5.0,6.6,5.0,FUN Labs
Hail to the Chimp,X360,Misc,Gamecock,0.04,2-Jul-08,52.0,23.0,6.1,7.0,Wideload Games Inc.
Hail to the Chimp,PS3,Misc,Gamecock,0.04,30-Jun-08,51.0,19.0,tbd,,Wideload Games Inc.
Hellboy: The Science of Evil,PSP,Action,Konami Digital Entertainment,0.04,24-Jun-08,42.0,14.0,7.3,12.0,Krome Studios
Clannad,PSP,Adventure,Prototype,0.04,,,,,,
Code Lyoko: Quest for Infinity,PSP,Action,Game Factory,0.03,21-Jul-08,,,tbd,,Neko Entertainment
Clannad,X360,Adventure,Prototype,0.03,,,,,,
Bomberman,Wii,Puzzle,Hudson Entertainment,0.01,,,,,,
Call of Duty: Modern Warfare 2,X360,Shooter,Activision,13.17,10-Nov-09,94.0,100.0,6.1,2456.0,Infinity Ward
Call of Duty: Modern Warfare 2,PS3,Shooter,Activision,10.31,10-Nov-09,94.0,67.0,6,1749.0,Infinity Ward
Assassin's Creed II,PS3,Action,Ubisoft,5.26,17-Nov-09,91.0,70.0,8.5,824.0,Ubisoft Montreal
Final Fantasy XIII,PS3,Role-Playing,Square Enix,5.1,9-Mar-10,83.0,83.0,7.6,1961.0,Square Enix
Assassin's Creed II,X360,Action,Ubisoft,5.07,17-Nov-09,90.0,82.0,8.8,914.0,Ubisoft Montreal
Batman: Arkham Asylum,PS3,Action,Eidos Interactive,3.95,25-Aug-09,91.0,70.0,8.8,748.0,Rocksteady Studios
FIFA Soccer 10,PS3,Sports,Electronic Arts,3.55,20-Oct-09,91.0,56.0,7.6,167.0,EA Sports
Batman: Arkham Asylum,X360,Action,Eidos Interactive,3.23,25-Aug-09,92.0,78.0,8.7,862.0,Rocksteady Studios
Borderlands,X360,Shooter,Take-Two Interactive,3.23,20-Oct-09,84.0,83.0,8.3,612.0,Gearbox Software
Madden NFL 10,X360,Sports,Electronic Arts,2.8,14-Aug-09,85.0,58.0,6.1,87.0,EA Tiburon
Tekken 6,PS3,Fighting,Namco Bandai Games,2.61,27-Oct-09,79.0,63.0,7.3,158.0,Namco Bandai Games
FIFA Soccer 10,X360,Sports,Electronic Arts,2.58,20-Oct-09,90.0,63.0,7.6,112.0,EA Sports
Need for Speed: Shift,PS3,Racing,Electronic Arts,2.58,15-Sep-09,84.0,55.0,6.8,93.0,Slightly Mad Studios
Madden NFL 10,PS3,Sports,Electronic Arts,2.34,14-Aug-09,85.0,41.0,6.8,53.0,EA Tiburon
UFC 2009 Undisputed,X360,Fighting,THQ,2.03,19-May-09,83.0,68.0,7.8,45.0,Yuke's
Borderlands,PS3,Shooter,Take-Two Interactive,1.9,20-Oct-09,83.0,58.0,8,338.0,Gearbox Software
Need for Speed: Shift,X360,Racing,Electronic Arts,1.86,15-Sep-09,83.0,75.0,6.5,122.0,Slightly Mad Studios
UFC 2009 Undisputed,PS3,Fighting,THQ,1.72,19-May-09,84.0,58.0,8.2,40.0,THQ
Cabela's Big Game Hunter 2010,Wii,Sports,Activision Value,1.68,29-Sep-09,,,7.8,4.0,Activision
The Beatles: Rock Band,Wii,Misc,MTV Games,1.68,9-Sep-09,89.0,25.0,8.7,33.0,Harmonix Music Systems
Guitar Hero 5,Wii,Misc,Activision,1.5,1-Sep-09,89.0,25.0,6.8,41.0,Vicarious Visions
Fight Night Round 4,PS3,Fighting,Electronic Arts,1.46,23-Jun-09,88.0,47.0,7.6,85.0,EA Canada
Fight Night Round 4,X360,Fighting,Electronic Arts,1.36,23-Jun-09,87.0,77.0,8,79.0,EA Canada
LEGO Indiana Jones 2: The Adventure Continues,Wii,Adventure,Activision,1.36,17-Nov-09,72.0,13.0,5.9,8.0,Traveller's Tales
The Beatles: Rock Band,X360,Misc,MTV Games,1.28,9-Sep-09,89.0,76.0,8.7,110.0,Harmonix Music Systems
Tekken 6,X360,Fighting,Namco Bandai Games,1.23,27-Oct-09,80.0,60.0,7,109.0,Namco Bandai Games America
WWE SmackDown vs. Raw 2010,PS3,Fighting,THQ,1.14,20-Oct-09,81.0,38.0,8.1,38.0,Yuke's
FIFA Soccer 10,PSP,Sports,Electronic Arts,1.13,20-Oct-09,83.0,9.0,7.8,13.0,EA Sports
Guitar Hero 5,X360,Misc,Activision,1.08,1-Sep-09,85.0,69.0,6.7,100.0,Neversoft Entertainment
The Beatles: Rock Band,PS3,Misc,MTV Games,1.06,9-Sep-09,88.0,60.0,8.6,48.0,Harmonix Music Systems
Skate 2,X360,Sports,Electronic Arts,1.05,21-Jan-09,84.0,70.0,8,57.0,EA Black Box
Tiger Woods PGA Tour 10,Wii,Sports,Electronic Arts,1.05,8-Jun-09,88.0,44.0,8.8,56.0,EA Tiburon
Guitar Hero 5,PS3,Misc,Activision,1.03,1-Sep-09,86.0,54.0,5.7,73.0,Neversoft Entertainment
WWE SmackDown vs. Raw 2010,X360,Fighting,THQ,1.02,20-Oct-09,80.0,59.0,8.4,30.0,Yuke's
Cars: Race-O-Rama,Wii,Racing,THQ,0.97,12-Oct-09,58.0,7.0,tbd,,Incinerator Games
FIFA Soccer 10,Wii,Sports,Electronic Arts,0.97,20-Oct-09,75.0,21.0,6.5,16.0,EA Sports
DiRT 2,PS3,Racing,Codemasters,0.95,8-Sep-09,87.0,63.0,8,71.0,Codemasters
Brutal Legend,X360,Action,Electronic Arts,0.93,13-Oct-09,82.0,88.0,8.1,232.0,Double Fine Productions
Tony Hawk: RIDE,Wii,Sports,Activision,0.93,17-Nov-09,47.0,15.0,4.5,21.0,Buzz Monkey
LEGO Indiana Jones 2: The Adventure Continues,X360,Adventure,Activision,0.92,17-Nov-09,71.0,41.0,7.2,19.0,Traveller's Tales
NCAA Football 10,X360,Sports,Electronic Arts,0.92,14-Jul-09,83.0,26.0,6.7,36.0,EA Tiburon
NBA 2K10,X360,Sports,Take-Two Interactive,0.91,6-Oct-09,82.0,46.0,7.6,33.0,Visual Concepts
Guitar Hero: Metallica,Wii,Misc,Activision,0.91,29-Mar-09,85.0,20.0,8.3,12.0,Neversoft Entertainment
Operation Flashpoint: Dragon Rising,X360,Shooter,Codemasters,0.9,6-Oct-09,77.0,47.0,7.8,102.0,Codemasters
EyePet,PS3,Simulation,Sony Computer Entertainment,0.9,5-Sep-10,70.0,23.0,4.1,35.0,SCEE London Studio
Brutal Legend,PS3,Action,Electronic Arts,0.88,13-Oct-09,83.0,61.0,7.8,129.0,Double Fine Productions
Operation Flashpoint: Dragon Rising,PS3,Shooter,Codemasters,0.88,6-Oct-09,76.0,42.0,6.4,48.0,Codemasters
James Cameron's Avatar: The Game,PS3,Action,Ubisoft,0.84,1-Dec-09,60.0,44.0,6.5,40.0,Ubisoft
Ghostbusters: The Video Game,Wii,Action,Atari,0.84,16-Jun-09,76.0,29.0,8.3,23.0,Red Fly Studio
MX vs. ATV Reflex,PS3,Racing,THQ,0.83,1-Dec-09,74.0,44.0,7.4,10.0,Rainbow Studios
Call of Juarez: Bound in Blood,PS3,Shooter,Ubisoft,0.83,30-Jun-09,78.0,47.0,7.9,67.0,Techland
NBA 2K10,PS3,Sports,Take-Two Interactive,0.82,6-Oct-09,83.0,30.0,7.9,37.0,Visual Concepts
LEGO Indiana Jones 2: The Adventure Continues,PS3,Adventure,Activision,0.8,17-Nov-09,70.0,25.0,6.4,8.0,Traveller's Tales
NCAA Football 10,PS3,Sports,Electronic Arts,0.8,14-Jul-09,80.0,20.0,6.9,14.0,EA Tiburon
Skate 2,PS3,Sports,Electronic Arts,0.79,21-Jan-09,84.0,50.0,7.9,41.0,EA Black Box
Ghostbusters: The Video Game,PS3,Action,Sony Computer Entertainment,0.78,16-Jun-09,78.0,74.0,7.9,70.0,Terminal Reality
DiRT 2,X360,Racing,Codemasters,0.77,8-Sep-09,87.0,65.0,8.1,94.0,Codemasters
Guitar Hero: Metallica,X360,Misc,Activision,0.76,29-Mar-09,84.0,62.0,8.1,66.0,Neversoft Entertainment
